title,Token,stopword,stemmed,label
kanit binmas polsek manonjaya hadiri kegiatan seni tradisional sepak bola ikat kaki sambut hari kemerdekaan ke-77 dan hari jadi desa margaluyu ke-38,"['kanit', 'binmas', 'polsek', 'manonjaya', 'hadiri', 'kegiatan', 'seni', 'tradisional', 'sepak', 'bola', 'ikat', 'kaki', 'sambut', 'hari', 'kemerdekaan', 'ke', '-', '77', 'dan', 'hari', 'jadi', 'desa', 'margaluyu', 'ke', '-', '38']","['kanit', 'binmas', 'polsek', 'manonjaya', 'hadiri', 'kegiatan', 'seni', 'tradisional', 'sepak', 'bola', 'ikat', 'kaki', 'sambut', 'kemerdekaan', '-', '77', 'desa', 'margaluyu', '-', '38']",kanit binmas polsek manonjaya hadir giat seni tradisional sepak bola ikat kaki sambut merdeka - 77 desa margaluyu - 38,0
kabid humas polda jabar  polda jabar tangkap 11 orang yang melakukan penyelundupan gas elpiji di subang,"['kabid', 'humas', 'polda', 'jabar', 'polda', 'jabar', 'tangkap', '11', 'orang', 'yang', 'melakukan', 'penyelundupan', 'gas', 'elpiji', 'di', 'subang']","['kabid', 'humas', 'polda', 'jabar', 'polda', 'jabar', 'tangkap', '11', 'orang', 'penyelundupan', 'gas', 'elpiji']",kabid humas polda jabar polda jabar tangkap 11 orang selundup gas elpiji,2
rass instalasi keamanan dan pembentukan karakter siswa dengan berjalan kaki,"['rass', 'instalasi', 'keamanan', 'dan', 'pembentukan', 'karakter', 'siswa', 'dengan', 'berjalan', 'kaki']","['rass', 'instalasi', 'keamanan', 'pembentukan', 'karakter', 'siswa', 'berjalan', 'kaki']",rass instalasi aman bentuk karakter siswa jalan kaki,1
danrem 172/pwy terima audiensi pemuda batak bersatu,"['danrem', '172', '/', 'pwy', 'terima', 'audiensi', 'pemuda', 'batak', 'bersatu']","['danrem', '172', '/', 'pwy', 'terima', 'audiensi', 'pemuda', 'batak', 'bersatu']",danrem 172  pwy terima audiensi pemuda batak satu,1
pemkot bandung dan bssn teken kerja sama pemanfaatan sertifikat elektronik,"['pemkot', 'bandung', 'dan', 'bssn', 'teken', 'kerja', 'sama', 'pemanfaatan', 'sertifikat', 'elektronik']","['pemkot', 'bssn', 'teken', 'kerja', 'pemanfaatan', 'sertifikat', 'elektronik']",pemkot bssn teken kerja manfaat sertifikat elektronik,1
kasrem pimpin pengantaran jenazah secara militer prajurit satgas yonif 711/rks,"['kasrem', 'pimpin', 'pengantaran', 'jenazah', 'secara', 'militer', 'prajurit', 'satgas', 'yonif', '711', '/', 'rks']","['kasrem', 'pimpin', 'pengantaran', 'jenazah', 'militer', 'prajurit', 'satgas', 'yonif', '711', '/', 'rks']",kasrem pimpin antar jenazah militer prajurit satgas yonif 711  rks,0
jalani observasi yana pastikan dirinya dalam keadaan sehat,"['jalani', 'observasi', 'yana', 'pastikan', 'dirinya', 'dalam', 'keadaan', 'sehat']","['jalani', 'observasi', 'yana', 'pastikan', 'sehat']",jalan observasi yana pasti sehat,0
ini asal muasal nama daerah di bandung yang berawalan â€˜ciâ€™,"['ini', 'asal', 'muasal', 'nama', 'daerah', 'di', 'bandung', 'yang', 'berawalan', 'â', '€', '˜', 'ciâ', '€', '™']","['muasal', 'nama', 'daerah', 'berawalan', 'â', '€', '˜', 'ciâ', '€', '™']",muasal nama daerah awal    ci  ,0
perempuan muda ditemukan tak bernyawa di kamar kost polsek tawang dan inafis polres tasikmalaya kota amankan tkp,"['perempuan', 'muda', 'ditemukan', 'tak', 'bernyawa', 'di', 'kamar', 'kost', 'polsek', 'tawang', 'dan', 'inafis', 'polres', 'tasikmalaya', 'kota', 'amankan', 'tkp']","['perempuan', 'muda', 'ditemukan', 'bernyawa', 'kamar', 'kost', 'polsek', 'tawang', 'inafis', 'polres', 'tasikmalaya', 'kota', 'amankan', 'tkp']",perempuan muda temu nyawa kamar kost polsek tawang inafis polres tasikmalaya kota aman tkp,2
canggih layanan administrasi kependudukan kota bandung siap go digital,"['canggih', 'layanan', 'administrasi', 'kependudukan', 'kota', 'bandung', 'siap', 'go', 'digital']","['canggih', 'layanan', 'administrasi', 'kependudukan', 'kota', 'go', 'digital']",canggih layan administrasi duduk kota go digital,1
kota bandung siap jadi tuan rumah liga ibl playoff musim 2022,"['kota', 'bandung', 'siap', 'jadi', 'tuan', 'rumah', 'liga', 'ibl', 'playoff', 'musim', '2022']","['kota', 'tuan', 'rumah', 'liga', 'ibl', 'playoff', 'musim', '2022']",kota tuan rumah liga ibl playoff musim 2022,1
tradisi penerimaan anggota baru kodim 1702/jwy,"['tradisi', 'penerimaan', 'anggota', 'baru', 'kodim', '1702', '/', 'jwy']","['tradisi', 'penerimaan', 'anggota', 'kodim', '1702', '/', 'jwy']",tradisi terima anggota kodim 1702  jwy,0
rancang 8 program prioritas pemkot bandung bakal anggarkan rp58 triliun,"['rancang', '8', 'program', 'prioritas', 'pemkot', 'bandung', 'bakal', 'anggarkan', 'rp58', 'triliun']","['rancang', '8', 'program', 'prioritas', 'pemkot', 'anggarkan', 'rp58', 'triliun']",rancang 8 program prioritas pemkot anggar rp58 triliun,1
sasar zilenilal dppkb kota bandung kemas hari keluarga nasional lewat acara festival,"['sasar', 'zilenilal', 'dppkb', 'kota', 'bandung', 'kemas', 'hari', 'keluarga', 'nasional', 'lewat', 'acara', 'festival']","['sasar', 'zilenilal', 'dppkb', 'kota', 'kemas', 'keluarga', 'nasional', 'acara', 'festival']",sasar zilenilal dppkb kota kemas keluarga nasional acara festival,1
pemkot bandung terus akselerasi sertifikasi tanah tempat ibadah,"['pemkot', 'bandung', 'terus', 'akselerasi', 'sertifikasi', 'tanah', 'tempat', 'ibadah']","['pemkot', 'akselerasi', 'sertifikasi', 'tanah', 'ibadah']",pemkot akselerasi sertifikasi tanah ibadah,1
kapolda jabar tinjau dan beri sumbangan serta bantuan ke lokasi bencana banjir garut,"['kapolda', 'jabar', 'tinjau', 'dan', 'beri', 'sumbangan', 'serta', 'bantuan', 'ke', 'lokasi', 'bencana', 'banjir', 'garut']","['kapolda', 'jabar', 'tinjau', 'sumbangan', 'bantuan', 'lokasi', 'bencana', 'banjir', 'garut']",kapolda jabar tinjau sumbang bantu lokasi bencana banjir garut,1
pemkot bandung seriusi bpjs ketenagakerjaan bagi non-asn,"['pemkot', 'bandung', 'seriusi', 'bpjs', 'ketenagakerjaan', 'bagi', 'non', '-', 'asn']","['pemkot', 'seriusi', 'bpjs', 'ketenagakerjaan', 'non', '-', 'asn']",pemkot serius bpjs ketenagakerjaan non - asn,0
pemkot bandung pastikan taman kota dalam kondisi terpelihara,"['pemkot', 'bandung', 'pastikan', 'taman', 'kota', 'dalam', 'kondisi', 'terpelihara']","['pemkot', 'pastikan', 'taman', 'kota', 'kondisi', 'terpelihara']",pemkot pasti taman kota kondisi pelihara,1
kabid humas polda jabar  polisi amankan 4 pelaku spesialis pencurian mobil pickup,"['kabid', 'humas', 'polda', 'jabar', 'polisi', 'amankan', '4', 'pelaku', 'spesialis', 'pencurian', 'mobil', 'pickup']","['kabid', 'humas', 'polda', 'jabar', 'polisi', 'amankan', '4', 'pelaku', 'spesialis', 'pencurian', 'mobil', 'pickup']",kabid humas polda jabar polisi aman 4 laku spesialis curi mobil pickup,0
kodim 1715/yahukimo bantu garap sawah sebagai program unggulan,"['kodim', '1715', '/', 'yahukimo', 'bantu', 'garap', 'sawah', 'sebagai', 'program', 'unggulan']","['kodim', '1715', '/', 'yahukimo', 'bantu', 'garap', 'sawah', 'program', 'unggulan']",kodim 1715  yahukimo bantu garap sawah program unggul,1
kepala disdik kota bandung mpls tumbuhkan kreativitas siswa baru,"['kepala', 'disdik', 'kota', 'bandung', 'mpls', 'tumbuhkan', 'kreativitas', 'siswa', 'baru']","['kepala', 'disdik', 'kota', 'mpls', 'tumbuhkan', 'kreativitas', 'siswa']",kepala disdik kota mpls tumbuh kreativitas siswa,1
danrem pimpin sertijab kasiren korem 172/pwy,"['danrem', 'pimpin', 'sertijab', 'kasiren', 'korem', '172', '/', 'pwy']","['danrem', 'pimpin', 'sertijab', 'kasiren', 'korem', '172', '/', 'pwy']",danrem pimpin sertijab kasiren korem 172  pwy,0
tiga tempat makan populer di sekitar pasar cihapit  wajib coba,"['tiga', 'tempat', 'makan', 'populer', 'di', 'sekitar', 'pasar', 'cihapit', 'wajib', 'coba']","['makan', 'populer', 'pasar', 'cihapit', 'wajib', 'coba']",makan populer pasar cihapit wajib coba,0
kabid humas polda jabar  setelah lima belas hari buron akhirnya polisi bekuk anggota geng motor pelaku penusukan,"['kabid', 'humas', 'polda', 'jabar', 'setelah', 'lima', 'belas', 'hari', 'buron', 'akhirnya', 'polisi', 'bekuk', 'anggota', 'geng', 'motor', 'pelaku', 'penusukan']","['kabid', 'humas', 'polda', 'jabar', 'belas', 'buron', 'polisi', 'bekuk', 'anggota', 'geng', 'motor', 'pelaku', 'penusukan']",kabid humas polda jabar belas buron polisi bekuk anggota geng motor laku tusuk,1
patroli sambang harkamtibmas sar brimob polda jabar cegah tindak kejahatan premanisme di ruang publik,"['patroli', 'sambang', 'harkamtibmas', 'sar', 'brimob', 'polda', 'jabar', 'cegah', 'tindak', 'kejahatan', 'premanisme', 'di', 'ruang', 'publik']","['patroli', 'sambang', 'harkamtibmas', 'sar', 'brimob', 'polda', 'jabar', 'cegah', 'tindak', 'kejahatan', 'premanisme', 'ruang', 'publik']",patroli sambang harkamtibmas sar brimob polda jabar cegah tindak jahat preman ruang publik,1
peringati harganas pencegahan stunting jadi perhatian,"['peringati', 'harganas', 'pencegahan', 'stunting', 'jadi', 'perhatian']","['peringati', 'harganas', 'pencegahan', 'stunting', 'perhatian']",ingat harganas cegah stunting perhati,1
semarak pelajar kota bandung sambut tahun ajaran 2022/23,"['semarak', 'pelajar', 'kota', 'bandung', 'sambut', 'tahun', 'ajaran', '2022', '/', '23']","['semarak', 'pelajar', 'kota', 'sambut', 'ajaran', '2022', '/', '23']",semarak ajar kota sambut ajar 2022  23,1
penyelenggara penggalangan dana harus akuntabel dan transparan cegah penyimpangan,"['penyelenggara', 'penggalangan', 'dana', 'harus', 'akuntabel', 'dan', 'transparan', 'cegah', 'penyimpangan']","['penyelenggara', 'penggalangan', 'dana', 'akuntabel', 'transparan', 'cegah', 'penyimpangan']",selenggara galang dana akuntabel transparan cegah simpang,1
wali siswa sdn 172 andir kidul ikut upacara bersama dukung mpls,"['wali', 'siswa', 'sdn', '172', 'andir', 'kidul', 'ikut', 'upacara', 'bersama', 'dukung', 'mpls']","['wali', 'siswa', 'sdn', '172', 'andir', 'kidul', 'upacara', 'dukung', 'mpls']",wali siswa sdn 172 andir kidul upacara dukung mpls,1
wali kota bandung pastikan akan terus tingkatkan indeks kesehatan kota bandung,"['wali', 'kota', 'bandung', 'pastikan', 'akan', 'terus', 'tingkatkan', 'indeks', 'kesehatan', 'kota', 'bandung']","['wali', 'kota', 'pastikan', 'tingkatkan', 'indeks', 'kesehatan', 'kota']",wali kota pasti tingkat indeks sehat kota,1
gelar prarekonstruksi di tkp kasus brigadir j polri pastikan komitmen pembuktian ilmiah,"['gelar', 'prarekonstruksi', 'di', 'tkp', 'kasus', 'brigadir', 'j', 'polri', 'pastikan', 'komitmen', 'pembuktian', 'ilmiah']","['gelar', 'prarekonstruksi', 'tkp', 'brigadir', 'j', 'polri', 'pastikan', 'komitmen', 'pembuktian', 'ilmiah']",gelar prarekonstruksi tkp brigadir j polri pasti komitmen bukti ilmiah,1
kabid humas polda jabar  awasi wabah pmk polisi sambangi peternak hewan dalam rangka ops aman ii,"['kabid', 'humas', 'polda', 'jabar', 'awasi', 'wabah', 'pmk', 'polisi', 'sambangi', 'peternak', 'hewan', 'dalam', 'rangka', 'ops', 'aman', 'ii']","['kabid', 'humas', 'polda', 'jabar', 'awasi', 'wabah', 'pmk', 'polisi', 'sambangi', 'peternak', 'hewan', 'rangka', 'ops', 'aman', 'ii']",kabid humas polda jabar awas wabah pmk polisi sambang ternak hewan rangka ops aman ii,1
monitoring donor darah dalam rangka rangkaian kegiatan hari bakti tni au ke-75 tahun 2022,"['monitoring', 'donor', 'darah', 'dalam', 'rangka', 'rangkaian', 'kegiatan', 'hari', 'bakti', 'tni', 'au', 'ke', '-', '75', 'tahun', '2022']","['monitoring', 'donor', 'darah', 'rangka', 'rangkaian', 'kegiatan', 'bakti', 'tni', 'au', '-', '75', '2022']",monitoring donor darah rangka rangkai giat bakti tni au - 75 2022,1
anak muda bandung harus jadi humas bagi gerakan generasi berencana,"['anak', 'muda', 'bandung', 'harus', 'jadi', 'humas', 'bagi', 'gerakan', 'generasi', 'berencana']","['anak', 'muda', 'humas', 'gerakan', 'generasi', 'berencana']",anak muda humas gera generasi rencana,1
rumah seni ropih pelopor penjual lukisan di braga,"['rumah', 'seni', 'ropih', 'pelopor', 'penjual', 'lukisan', 'di', 'braga']","['rumah', 'seni', 'ropih', 'pelopor', 'penjual', 'lukisan', 'braga']",rumah seni ropih pelopor jual lukis braga,1
kabid humas polda jabar  antisipasi pmk polisi intensif lakukan pengecekan hewan ternak dalam rangka ops aman nusa ii,"['kabid', 'humas', 'polda', 'jabar', 'antisipasi', 'pmk', 'polisi', 'intensif', 'lakukan', 'pengecekan', 'hewan', 'ternak', 'dalam', 'rangka', 'ops', 'aman', 'nusa', 'ii']","['kabid', 'humas', 'polda', 'jabar', 'antisipasi', 'pmk', 'polisi', 'intensif', 'lakukan', 'pengecekan', 'hewan', 'ternak', 'rangka', 'ops', 'aman', 'nusa', 'ii']",kabid humas polda jabar antisipasi pmk polisi intensif laku kece hewan ternak rangka ops aman nusa ii,1
kanit binmas polsek cisayong hadiri pembagian insentif tunjangan ketua rw rt dan linmas di desa nusawangi,"['kanit', 'binmas', 'polsek', 'cisayong', 'hadiri', 'pembagian', 'insentif', 'tunjangan', 'ketua', 'rw', 'rt', 'dan', 'linmas', 'di', 'desa', 'nusawangi']","['kanit', 'binmas', 'polsek', 'cisayong', 'hadiri', 'pembagian', 'insentif', 'tunjangan', 'ketua', 'rw', 'rt', 'linmas', 'desa', 'nusawangi']",kanit binmas polsek cisayong hadir bagi insentif tunjang ketua rw rt linmas desa nusawangi,1
bersama gamki polres cimahi berikan bantuan kepada warga penderita tumor dan pembengkakan jantung,"['bersama', 'gamki', 'polres', 'cimahi', 'berikan', 'bantuan', 'kepada', 'warga', 'penderita', 'tumor', 'dan', 'pembengkakan', 'jantung']","['gamki', 'polres', 'cimahi', 'bantuan', 'warga', 'penderita', 'tumor', 'pembengkakan', 'jantung']",gamki polres cimahi bantu warga derita tumor bengkak jantung,1
wali kota bandung ingatkan taat prokes saat mpls dan ptm,"['wali', 'kota', 'bandung', 'ingatkan', 'taat', 'prokes', 'saat', 'mpls', 'dan', 'ptm']","['wali', 'kota', 'ingatkan', 'taat', 'prokes', 'mpls', 'ptm']",wali kota ingat taat prokes mpls ptm,1
labfor polri masih terus periksa hp dan cctv kasus brigadir j secara scientific crime investigation,"['labfor', 'polri', 'masih', 'terus', 'periksa', 'hp', 'dan', 'cctv', 'kasus', 'brigadir', 'j', 'secara', 'scientific', 'crime', 'investigation']","['labfor', 'polri', 'periksa', 'hp', 'cctv', 'brigadir', 'j', 'scientific', 'crime', 'investigation']",labfor polri periksa hp cctv brigadir j scientific crime investigation,1
buruan sae kecamatan ujungberung bantu ekonomi warga,"['buruan', 'sae', 'kecamatan', 'ujungberung', 'bantu', 'ekonomi', 'warga']","['buruan', 'sae', 'kecamatan', 'ujungberung', 'bantu', 'ekonomi', 'warga']",buru sae camat ujungberung bantu ekonomi warga,1
danrem 172/pwy memberikan ruang bagi pemenang festival musik anak jalanan di cafe kota jayapura,"['danrem', '172', '/', 'pwy', 'memberikan', 'ruang', 'bagi', 'pemenang', 'festival', 'musik', 'anak', 'jalanan', 'di', 'cafe', 'kota', 'jayapura']","['danrem', '172', '/', 'pwy', 'ruang', 'pemenang', 'festival', 'musik', 'anak', 'jalanan', 'cafe', 'kota', 'jayapura']",danrem 172  pwy ruang menang festival musik anak jalan cafe kota jayapura,1
pemanfaatan lahan tidur kodim 1702/jayawijaya,"['pemanfaatan', 'lahan', 'tidur', 'kodim', '1702', '/', 'jayawijaya']","['pemanfaatan', 'lahan', 'tidur', 'kodim', '1702', '/', 'jayawijaya']",manfaat lahan tidur kodim 1702  jayawijaya,0
kammi minta publik percaya kerja timsus dan komnas ham dalam mengungkap kasus tewasnya brigadir,"['kammi', 'minta', 'publik', 'percaya', 'kerja', 'timsus', 'dan', 'komnas', 'ham', 'dalam', 'mengungkap', 'kasus', 'tewasnya', 'brigadir']","['kammi', 'publik', 'percaya', 'kerja', 'timsus', 'komnas', 'ham', 'mengungkap', 'tewasnya', 'brigadir']",kammi publik percaya kerja timsus komnas ham ungkap tewas brigadir,1
wakapolda jabar tinjau vaksinasi covid-19 di jajaran polda jabar,"['wakapolda', 'jabar', 'tinjau', 'vaksinasi', 'covid', '-', '19', 'di', 'jajaran', 'polda', 'jabar']","['wakapolda', 'jabar', 'tinjau', 'vaksinasi', 'covid', '-', '19', 'jajaran', 'polda', 'jabar']",wakapolda jabar tinjau vaksinasi covid - 19 jajar polda jabar,1
kabid humas polda jabar  polda jabar periksa 15 orang soal perundungan anak,"['kabid', 'humas', 'polda', 'jabar', 'polda', 'jabar', 'periksa', '15', 'orang', 'soal', 'perundungan', 'anak']","['kabid', 'humas', 'polda', 'jabar', 'polda', 'jabar', 'periksa', '15', 'orang', 'perundungan', 'anak']",kabid humas polda jabar polda jabar periksa 15 orang rundung anak,2
polri tunjuk karowabprof jadi plh karopaminal,"['polri', 'tunjuk', 'karowabprof', 'jadi', 'plh', 'karopaminal']","['polri', 'karowabprof', 'plh', 'karopaminal']",polri karowabprof plh karopaminal,0
gelar prarekonstruksi di tkp kasus brigadir j polri pastikan komitmen pembuktian ilmiah,"['gelar', 'prarekonstruksi', 'di', 'tkp', 'kasus', 'brigadir', 'j', 'polri', 'pastikan', 'komitmen', 'pembuktian', 'ilmiah']","['gelar', 'prarekonstruksi', 'tkp', 'brigadir', 'j', 'polri', 'pastikan', 'komitmen', 'pembuktian', 'ilmiah']",gelar prarekonstruksi tkp brigadir j polri pasti komitmen bukti ilmiah,1
babhinkamtibmas desa burujul wetan bantu pembangunan pasilitas umum bersama aparatur desa setempat,"['babhinkamtibmas', 'desa', 'burujul', 'wetan', 'bantu', 'pembangunan', 'pasilitas', 'umum', 'bersama', 'aparatur', 'desa', 'setempat']","['babhinkamtibmas', 'desa', 'burujul', 'wetan', 'bantu', 'pembangunan', 'pasilitas', 'aparatur', 'desa']",babhinkamtibmas desa burujul wetan bantu bangun pasilitas aparatur desa,1
turnemen sepak bola wanita piala wali kota bandung yana kita berpotensi,"['turnemen', 'sepak', 'bola', 'wanita', 'piala', 'wali', 'kota', 'bandung', 'yana', 'kita', 'berpotensi']","['turnemen', 'sepak', 'bola', 'wanita', 'piala', 'wali', 'kota', 'yana', 'berpotensi']",turnemen sepak bola wanita piala wali kota yana potensi,1
disdagin kota bandung fasilitasi 50 umkm promosi ke toko swalayan,"['disdagin', 'kota', 'bandung', 'fasilitasi', '50', 'umkm', 'promosi', 'ke', 'toko', 'swalayan']","['disdagin', 'kota', 'fasilitasi', '50', 'umkm', 'promosi', 'toko', 'swalayan']",disdagin kota fasilitas 50 umkm promosi toko swalayan,1
kabid humas polda jabar  sar sat brimob polda jabar laksanakan patroli tanggap bencana alam untuk pengecekan tebing rawan longsor,"['kabid', 'humas', 'polda', 'jabar', 'sar', 'sat', 'brimob', 'polda', 'jabar', 'laksanakan', 'patroli', 'tanggap', 'bencana', 'alam', 'untuk', 'pengecekan', 'tebing', 'rawan', 'longsor']","['kabid', 'humas', 'polda', 'jabar', 'sar', 'sat', 'brimob', 'polda', 'jabar', 'laksanakan', 'patroli', 'tanggap', 'bencana', 'alam', 'pengecekan', 'tebing', 'rawan', 'longsor']",kabid humas polda jabar sar sat brimob polda jabar laksana patroli tanggap bencana alam kece tebing rawan longsor,1
pemkot bandung gandeng kampus hingga tempat wisata percepat vaksinasi booster,"['pemkot', 'bandung', 'gandeng', 'kampus', 'hingga', 'tempat', 'wisata', 'percepat', 'vaksinasi', 'booster']","['pemkot', 'gandeng', 'kampus', 'wisata', 'percepat', 'vaksinasi', 'booster']",pemkot gandeng kampus wisata cepat vaksinasi booster,1
#satsetsatset akselerasi program wali kota bandung bentuk tim percepatan pembangunan,"['#', 'satsetsatset', 'akselerasi', 'program', 'wali', 'kota', 'bandung', 'bentuk', 'tim', 'percepatan', 'pembangunan']","['#', 'satsetsatset', 'akselerasi', 'program', 'wali', 'kota', 'bentuk', 'tim', 'percepatan', 'pembangunan']", satsetsatset akselerasi program wali kota bentuk tim cepat bangun,1
kota bandung bahas sister city dengan gumi dan gimcheon korsel,"['kota', 'bandung', 'bahas', 'sister', 'city', 'dengan', 'gumi', 'dan', 'gimcheon', 'korsel']","['kota', 'bahas', 'sister', 'city', 'gumi', 'gimcheon', 'korsel']",kota bahas sister city gum gimcheon korsel,1
kabid humas polda jabar  cegah pmk polisi monitoring kandang hewan ternak dalam rangka ops aman nusa ii,"['kabid', 'humas', 'polda', 'jabar', 'cegah', 'pmk', 'polisi', 'monitoring', 'kandang', 'hewan', 'ternak', 'dalam', 'rangka', 'ops', 'aman', 'nusa', 'ii']","['kabid', 'humas', 'polda', 'jabar', 'cegah', 'pmk', 'polisi', 'monitoring', 'kandang', 'hewan', 'ternak', 'rangka', 'ops', 'aman', 'nusa', 'ii']",kabid humas polda jabar cegah pmk polisi monitoring kandang hewan ternak rangka ops aman nusa ii,1
tekankan booster yana jika kita turun ke ppkm level 2 semua kena rugi,"['tekankan', 'booster', 'yana', 'jika', 'kita', 'turun', 'ke', 'ppkm', 'level', '2', 'semua', 'kena', 'rugi']","['tekankan', 'booster', 'yana', 'turun', 'ppkm', 'level', '2', 'kena', 'rugi']",tekan booster yana turun ppkm level 2 kena rugi,1
tedy rusmawan desak pemberlakuan ganjil-genap di kota bandung,"['tedy', 'rusmawan', 'desak', 'pemberlakuan', 'ganjil', '-', 'genap', 'di', 'kota', 'bandung']","['tedy', 'rusmawan', 'desak', 'pemberlakuan', 'ganjil', '-', 'genap', 'kota']",tedy rusmawan desak laku ganjil - genap kota,1
gelar raker bersama diskar pb komisi b sarankan tindak lanjut dana retribusi bagi gedung tinggi,"['gelar', 'raker', 'bersama', 'diskar', 'pb', 'komisi', 'b', 'sarankan', 'tindak', 'lanjut', 'dana', 'retribusi', 'bagi', 'gedung', 'tinggi']","['gelar', 'raker', 'diskar', 'pb', 'komisi', 'b', 'sarankan', 'tindak', 'dana', 'retribusi', 'gedung']",gelar raker diskar pb komisi b saran tindak dana retribusi gedung,1
pemkot bandung resmikan ciko arena 1 di kecamatan batununggal,"['pemkot', 'bandung', 'resmikan', 'ciko', 'arena', '1', 'di', 'kecamatan', 'batununggal']","['pemkot', 'resmikan', 'ciko', 'arena', '1', 'kecamatan', 'batununggal']",pemkot resmi ciko arena 1 camat batununggal,1
satuan satresnarkoba polrestabes surabaya amankan pengedar sabu-sabu asal putat jaya surabaya,"['satuan', 'satresnarkoba', 'polrestabes', 'surabaya', 'amankan', 'pengedar', 'sabu', '-', 'sabu', 'asal', 'putat', 'jaya', 'surabaya']","['satuan', 'satresnarkoba', 'polrestabes', 'surabaya', 'amankan', 'pengedar', 'sabu', '-', 'sabu', 'putat', 'jaya', 'surabaya']",satu satresnarkoba polrestabes surabaya aman edar sabu - sabu putat jaya surabaya,2
tradisi pedang pora penyambutan kapolres baru dan pelepasan pejabat lama kapolres pasuruan,"['tradisi', 'pedang', 'pora', 'penyambutan', 'kapolres', 'baru', 'dan', 'pelepasan', 'pejabat', 'lama', 'kapolres', 'pasuruan']","['tradisi', 'pedang', 'pora', 'penyambutan', 'kapolres', 'pelepasan', 'pejabat', 'kapolres', 'pasuruan']",tradisi pedang pora sambut kapolres lepas jabat kapolres pasuruan,0
lewat program gesit pemkot bandung terus akselerasi sertifikasi tanah tempat ibadah,"['lewat', 'program', 'gesit', 'pemkot', 'bandung', 'terus', 'akselerasi', 'sertifikasi', 'tanah', 'tempat', 'ibadah']","['program', 'gesit', 'pemkot', 'akselerasi', 'sertifikasi', 'tanah', 'ibadah']",program gesit pemkot akselerasi sertifikasi tanah ibadah,1
ppkm level 1 kota bandung siap jadi tuan rumah liga ibl playoff musim 2022,"['ppkm', 'level', '1', 'kota', 'bandung', 'siap', 'jadi', 'tuan', 'rumah', 'liga', 'ibl', 'playoff', 'musim', '2022']","['ppkm', 'level', '1', 'kota', 'tuan', 'rumah', 'liga', 'ibl', 'playoff', 'musim', '2022']",ppkm level 1 kota tuan rumah liga ibl playoff musim 2022,1
idul adha tedy rusmawan kagumi kebersamaan warga bandung,"['idul', 'adha', 'tedy', 'rusmawan', 'kagumi', 'kebersamaan', 'warga', 'bandung']","['idul', 'adha', 'tedy', 'rusmawan', 'kagumi', 'kebersamaan', 'warga']",idul adha tedy rusmawan kagum sama warga,1
dukung umkm miliki nib dan pirt kecamatan rancasari fasilitasi para pelaku usaha,"['dukung', 'umkm', 'miliki', 'nib', 'dan', 'pirt', 'kecamatan', 'rancasari', 'fasilitasi', 'para', 'pelaku', 'usaha']","['dukung', 'umkm', 'miliki', 'nib', 'pirt', 'kecamatan', 'rancasari', 'fasilitasi', 'pelaku', 'usaha']",dukung umkm milik nib pirt camat rancasari fasilitas laku usaha,1
evaluasi kinerja triwulan ii ta 2022 komisi a sodorkan sejumlah masukan bagi bkpsdm,"['evaluasi', 'kinerja', 'triwulan', 'ii', 'ta', '2022', 'komisi', 'a', 'sodorkan', 'sejumlah', 'masukan', 'bagi', 'bkpsdm']","['evaluasi', 'kinerja', 'triwulan', 'ii', 'ta', '2022', 'komisi', 'a', 'sodorkan', 'masukan', 'bkpsdm']",evaluasi kerja triwulan ii ta 2022 komisi a sodor masuk bkpsdm,0
pascapandemi covid-19 nunung nurasiah semangati para peserta pelatihan katering,"['pascapandemi', 'covid', '-', '19', 'nunung', 'nurasiah', 'semangati', 'para', 'peserta', 'pelatihan', 'katering']","['pascapandemi', 'covid', '-', '19', 'nunung', 'nurasiah', 'semangati', 'peserta', 'pelatihan', 'katering']",pascapandemi covid - 19 nunung nurasiah semangat serta latih katering,1
kembalikan senyuman jurnalis bersatu jenguk dzakira,"['kembalikan', 'senyuman', 'jurnalis', 'bersatu', 'jenguk', 'dzakira']","['kembalikan', 'senyuman', 'jurnalis', 'bersatu', 'jenguk', 'dzakira']",kembali senyum jurnalis satu jenguk dzakira,1
lewat sasar zilenilal dppkb kota bandung kemas hari keluarga nasional,"['lewat', 'sasar', 'zilenilal', 'dppkb', 'kota', 'bandung', 'kemas', 'hari', 'keluarga', 'nasional']","['sasar', 'zilenilal', 'dppkb', 'kota', 'kemas', 'keluarga', 'nasional']",sasar zilenilal dppkb kota kemas keluarga nasional,1
harkamtibmas polres pasuruan kota gelar operasi bina kusuma,"['harkamtibmas', 'polres', 'pasuruan', 'kota', 'gelar', 'operasi', 'bina', 'kusuma']","['harkamtibmas', 'polres', 'pasuruan', 'kota', 'gelar', 'operasi', 'bina', 'kusuma']",harkamtibmas polres pasuruan kota gelar operasi bina kusuma,1
polres gresik tahan empat tersangka penistaan agama,"['polres', 'gresik', 'tahan', 'empat', 'tersangka', 'penistaan', 'agama']","['polres', 'gresik', 'tahan', 'tersangka', 'penistaan', 'agama']",polres gresik tahan sangka nista agama,2
berikan rasa aman ke anak sekolah kini bandung punya rass,"['berikan', 'rasa', 'aman', 'ke', 'anak', 'sekolah', 'kini', 'bandung', 'punya', 'rass']","['aman', 'anak', 'sekolah', 'rass']",aman anak sekolah rass,1
